service_name,package_name,topic_name,topic_code,topic_description,task_title,task_description,task_weight_percent,task_priority,task_status,task_start_offset_days,task_duration_days,task_sort_order,item_title,item_description,item_weight_percent,item_priority,item_status,item_start_offset_days,item_duration_days,item_sort_order
Audit Content,STANDARD,Audit Content - STANDARD,AUDIT_CONTENT_STANDARD,Barem tự sinh từ markdown cho Audit Content - STANDARD,Tracking & Đo lường,,10,medium,todo,0,7,5,Theo dõi traffic,,30,medium,todo,0,3,2
Audit Content,STANDARD,Audit Content - STANDARD,AUDIT_CONTENT_STANDARD,Barem tự sinh từ markdown cho Audit Content - STANDARD,Tracking & Đo lường,,10,medium,todo,0,7,5,Hành vi người dùng,,20,medium,todo,0,3,3
Backlink Báo chí,STARTER,Backlink Báo chí - STARTER,BACKLINK_BAO_CHI_STARTER,Barem tự sinh từ markdown cho Backlink Báo chí - STARTER,Backlink báo chí,,70,medium,todo,0,7,1,Backlink báo chí,,100,medium,todo,0,3,1
Backlink Báo chí,STARTER,Backlink Báo chí - STARTER,BACKLINK_BAO_CHI_STARTER,Barem tự sinh từ markdown cho Backlink Báo chí - STARTER,Backlink Forum,,25,medium,todo,0,7,2,Backlink Forum,,100,medium,todo,0,3,1
Backlink Báo chí,STARTER,Backlink Báo chí - STARTER,BACKLINK_BAO_CHI_STARTER,Barem tự sinh từ markdown cho Backlink Báo chí - STARTER,Tạo tài khoản GuestPost và SEO MiniSuite,,5,medium,todo,0,7,3,Tạo tài khoản GuestPost và SEO MiniSuite,,100,medium,todo,0,3,1
Backlink Báo chí,BASIC,Backlink Báo chí - BASIC,BACKLINK_BAO_CHI_BASIC,Barem tự sinh từ markdown cho Backlink Báo chí - BASIC,Backlink báo chí,,70,medium,todo,0,7,1,Backlink báo chí,,100,medium,todo,0,3,1
Backlink Báo chí,BASIC,Backlink Báo chí - BASIC,BACKLINK_BAO_CHI_BASIC,Barem tự sinh từ markdown cho Backlink Báo chí - BASIC,Backlink Forum,,25,medium,todo,0,7,2,Backlink Forum,,100,medium,todo,0,3,1
Backlink Báo chí,BASIC,Backlink Báo chí - BASIC,BACKLINK_BAO_CHI_BASIC,Barem tự sinh từ markdown cho Backlink Báo chí - BASIC,Tạo tài khoản GuestPost và SEO MiniSuite,,5,medium,todo,0,7,3,Tạo tài khoản GuestPost và SEO MiniSuite,,100,medium,todo,0,3,1
Backlink Báo chí,ADVANCED,Backlink Báo chí - ADVANCED,BACKLINK_BAO_CHI_ADVANCED,Barem tự sinh từ markdown cho Backlink Báo chí - ADVANCED,Backlink báo chí,,70,medium,todo,0,7,1,Backlink báo chí,,100,medium,todo,0,3,1
Backlink Báo chí,ADVANCED,Backlink Báo chí - ADVANCED,BACKLINK_BAO_CHI_ADVANCED,Barem tự sinh từ markdown cho Backlink Báo chí - ADVANCED,Backlink Forum,,25,medium,todo,0,7,2,Backlink Forum,,100,medium,todo,0,3,1
Backlink Báo chí,ADVANCED,Backlink Báo chí - ADVANCED,BACKLINK_BAO_CHI_ADVANCED,Barem tự sinh từ markdown cho Backlink Báo chí - ADVANCED,Tạo tài khoản GuestPost và SEO MiniSuite,,5,medium,todo,0,7,3,Tạo tài khoản GuestPost và SEO MiniSuite,,100,medium,todo,0,3,1
Backlink Thương hiệu,STARTER,Backlink Thương hiệu - STARTER,BACKLINK_THUONG_HIEU_STARTER,Barem tự sinh từ markdown cho Backlink Thương hiệu - STARTER,Backlink báo chí,,70,medium,todo,0,7,1,Backlink báo chí,,100,medium,todo,0,3,1
Backlink Thương hiệu,STARTER,Backlink Thương hiệu - STARTER,BACKLINK_THUONG_HIEU_STARTER,Barem tự sinh từ markdown cho Backlink Thương hiệu - STARTER,Backlink Entity,,25,medium,todo,0,7,2,Backlink Forum,,100,medium,todo,0,3,1
Backlink Thương hiệu,STARTER,Backlink Thương hiệu - STARTER,BACKLINK_THUONG_HIEU_STARTER,Barem tự sinh từ markdown cho Backlink Thương hiệu - STARTER,Tạo tài khoản GuestPost và SEO MiniSuite,,5,medium,todo,0,7,3,Tạo tài khoản GuestPost và SEO MiniSuite,,100,medium,todo,0,3,1
Backlink Thương hiệu,BASIC,Backlink Thương hiệu - BASIC,BACKLINK_THUONG_HIEU_BASIC,Barem tự sinh từ markdown cho Backlink Thương hiệu - BASIC,Backlink báo chí,,70,medium,todo,0,7,1,Backlink báo chí,,100,medium,todo,0,3,1
Backlink Thương hiệu,BASIC,Backlink Thương hiệu - BASIC,BACKLINK_THUONG_HIEU_BASIC,Barem tự sinh từ markdown cho Backlink Thương hiệu - BASIC,Backlink Entity,,25,medium,todo,0,7,2,Backlink Forum,,100,medium,todo,0,3,1
Backlink Thương hiệu,BASIC,Backlink Thương hiệu - BASIC,BACKLINK_THUONG_HIEU_BASIC,Barem tự sinh từ markdown cho Backlink Thương hiệu - BASIC,Tạo tài khoản GuestPost và SEO MiniSuite,,5,medium,todo,0,7,3,Tạo tài khoản GuestPost và SEO MiniSuite,,100,medium,todo,0,3,1
Backlink Thương hiệu,ADVANCED,Backlink Thương hiệu - ADVANCED,BACKLINK_THUONG_HIEU_ADVANCED,Barem tự sinh từ markdown cho Backlink Thương hiệu - ADVANCED,Backlink báo chí,,70,medium,todo,0,7,1,Backlink báo chí,,100,medium,todo,0,3,1
Backlink Thương hiệu,ADVANCED,Backlink Thương hiệu - ADVANCED,BACKLINK_THUONG_HIEU_ADVANCED,Barem tự sinh từ markdown cho Backlink Thương hiệu - ADVANCED,Backlink Entity,,25,medium,todo,0,7,2,Backlink Forum,,100,medium,todo,0,3,1
Backlink Thương hiệu,ADVANCED,Backlink Thương hiệu - ADVANCED,BACKLINK_THUONG_HIEU_ADVANCED,Barem tự sinh từ markdown cho Backlink Thương hiệu - ADVANCED,Tạo tài khoản GuestPost và SEO MiniSuite,,5,medium,todo,0,7,3,Tạo tài khoản GuestPost và SEO MiniSuite,,100,medium,todo,0,3,1
Backlink Beginner,STARTER,Backlink Beginner - STARTER,BACKLINK_BEGINNER_STARTER,Barem tự sinh từ markdown cho Backlink Beginner - STARTER,Backlink Forum,,70,medium,todo,0,7,1,Backlink báo chí,,100,medium,todo,0,3,1
Backlink Beginner,STARTER,Backlink Beginner - STARTER,BACKLINK_BEGINNER_STARTER,Barem tự sinh từ markdown cho Backlink Beginner - STARTER,Backlink Entity,,25,medium,todo,0,7,2,Backlink Forum,,100,medium,todo,0,3,1
Backlink Beginner,STARTER,Backlink Beginner - STARTER,BACKLINK_BEGINNER_STARTER,Barem tự sinh từ markdown cho Backlink Beginner - STARTER,Tạo tài khoản GuestPost và SEO MiniSuite,,5,medium,todo,0,7,3,Tạo tài khoản GuestPost và SEO MiniSuite,,100,medium,todo,0,3,1
Backlink Beginner,BASIC,Backlink Beginner - BASIC,BACKLINK_BEGINNER_BASIC,Barem tự sinh từ markdown cho Backlink Beginner - BASIC,Backlink Forum,,70,medium,todo,0,7,1,Backlink báo chí,,100,medium,todo,0,3,1
Backlink Beginner,BASIC,Backlink Beginner - BASIC,BACKLINK_BEGINNER_BASIC,Barem tự sinh từ markdown cho Backlink Beginner - BASIC,Backlink Entity,,25,medium,todo,0,7,2,Backlink Forum,,100,medium,todo,0,3,1
Backlink Beginner,BASIC,Backlink Beginner - BASIC,BACKLINK_BEGINNER_BASIC,Barem tự sinh từ markdown cho Backlink Beginner - BASIC,Tạo tài khoản GuestPost và SEO MiniSuite,,5,medium,todo,0,7,3,Tạo tài khoản GuestPost và SEO MiniSuite,,100,medium,todo,0,3,1
Backlink Beginner,ADVANCED,Backlink Beginner - ADVANCED,BACKLINK_BEGINNER_ADVANCED,Barem tự sinh từ markdown cho Backlink Beginner - ADVANCED,Backlink Forum,,70,medium,todo,0,7,1,Backlink báo chí,,100,medium,todo,0,3,1
Backlink Beginner,ADVANCED,Backlink Beginner - ADVANCED,BACKLINK_BEGINNER_ADVANCED,Barem tự sinh từ markdown cho Backlink Beginner - ADVANCED,Backlink Entity,,25,medium,todo,0,7,2,Backlink Forum,,100,medium,todo,0,3,1
Backlink Beginner,ADVANCED,Backlink Beginner - ADVANCED,BACKLINK_BEGINNER_ADVANCED,Barem tự sinh từ markdown cho Backlink Beginner - ADVANCED,Tạo tài khoản GuestPost và SEO MiniSuite,,5,medium,todo,0,7,3,Tạo tài khoản GuestPost và SEO MiniSuite,,100,medium,todo,0,3,1
